,tile,loss,mae,mse,psnr,ssim,bias
0,AG1km.v003.45.006.0010.h5,0.10586816072463989,0.02879178151488304,0.0009670234867371619,30.1456298828125,0.9229236245155334,0.028431210666894913
0,AG1km.v003.45.007.0010.h5,0.08616240322589874,0.03643311187624931,0.001409645308740437,28.508901596069336,0.9502707123756409,0.03624695539474487
0,AG1km.v003.45.008.0010.h5,0.06463941186666489,0.0412304624915123,0.0017332533607259393,27.611379623413086,0.9765910506248474,0.04123018682003021
0,AG1km.v003.45.009.0010.h5,0.05626431852579117,0.03639868646860123,0.0013548334827646613,28.681142807006836,0.9801343679428101,0.036395955830812454
0,AG1km.v003.45.010.0010.h5,0.079889215528965,0.04895005375146866,0.002442633267492056,26.121417999267578,0.9690608382225037,0.04894296079874039
0,AG1km.v003.45.011.0010.h5,0.05857088044285774,0.03845997527241707,0.0015061997110024095,28.221176147460938,0.9798890948295593,0.03845914825797081
